time (second),average fuel mass flow rate (kilogram / second),average port diameter (inch),average regression rate (inch / second),average total mass flow rate (kilogram / second),average total mass flux (kilogram / inch ** 2 / second),inlet mach,inlet velocity (mph),nozzle diffuser length (inch),nozzle exit area (inch ** 2),nozzle exit diameter (inch),nozzle exit mach,nozzle exit velocity (mph),nozzle naught temp (degF),nozzle star mach,nozzle star pressure (pound_force_per_square_inch),nozzle star temp (degF),nozzle star velocity (mph),nozzle throat area (inch ** 2),nozzle throat diameter (inch),nozzle thrust (newton),oxi fuel ratio,oxidiser mass (kilogram),oxidiser mass flow rate (kilogram / second)
0.0,0.0101918,1.0001,0.03734,0.0521917635,0.0012397304,0.0,6.9475,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354088453,1.0,280.1824,4403.0607663023,2192.2681944214,0.033674,0.207062,153.0287,4.121,0.2519,0.042
0.001,0.0101921,1.0001,0.03733,0.0521920686,0.0012396451,0.0,6.9475,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354089085,1.0,280.1824,4403.0607663592,2192.268194434,0.033674,0.207062,153.0296,4.1209,0.2518,0.042
0.002,0.0101924,1.0002,0.03733,0.0521923736,0.0012395598,0.0,6.9476,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354089718,1.0,280.1824,4403.0607664161,2192.2681944465,0.033674,0.207063,153.0305,4.1207,0.2518,0.042
0.003,0.0101927,1.0003,0.03733,0.0521926786,0.0012394745,0.0,6.9476,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.335409035,1.0,280.1824,4403.0607664731,2192.268194459,0.033674,0.207064,153.0314,4.1206,0.2517,0.042
0.004,0.010193,1.0004,0.03733,0.0521929835,0.0012393892,0.0,6.9476,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354090982,1.0,280.1824,4403.06076653,2192.2681944715,0.033674,0.207064,153.0323,4.1205,0.2517,0.042
0.005,0.0101933,1.0004,0.03733,0.0521932885,0.0012393039,0.0,6.9477,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354091614,1.0,280.1824,4403.0607665869,2192.2681944841,0.033675,0.207065,153.0332,4.1204,0.2516,0.042
0.006,0.0101936,1.0005,0.03733,0.0521935934,0.0012392187,0.0,6.9477,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354092246,1.0,280.1824,4403.0607666438,2192.2681944966,0.033675,0.207065,153.0341,4.1202,0.2516,0.042
0.007,0.0101939,1.0006,0.03732,0.0521938983,0.0012391335,0.0,6.9478,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354092878,1.0,280.1824,4403.0607667007,2192.2681945091,0.033675,0.207066,153.035,4.1201,0.2516,0.042
0.008,0.0101942,1.0007,0.03732,0.0521942031,0.0012390482,0.0,6.9478,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354093509,1.0,280.1824,4403.0607667576,2192.2681945217,0.033675,0.207067,153.0359,4.12,0.2515,0.042
0.009000000000000001,0.0101945,1.0007,0.03732,0.0521945079,0.001238963,0.0,6.9478,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354094141,1.0,280.1824,4403.0607668145,2192.2681945342,0.033675,0.207067,153.0368,4.1199,0.2515,0.042
0.010000000000000002,0.0101948,1.0008,0.03732,0.0521948128,0.0012388779,0.0,6.9479,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354094773,1.0,280.1824,4403.0607668714,2192.2681945467,0.033676,0.207068,153.0377,4.1197,0.2514,0.042
0.011000000000000003,0.0101951,1.0009,0.03732,0.0521951175,0.0012387927,0.0,6.9479,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354095405,1.0,280.1824,4403.0607669283,2192.2681945592,0.033676,0.207068,153.0386,4.1196,0.2514,0.042
0.012000000000000004,0.0101954,1.001,0.03732,0.0521954223,0.0012387075,0.0,6.948,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354096036,1.0,280.1824,4403.0607669852,2192.2681945717,0.033676,0.207069,153.0395,4.1195,0.2514,0.042
0.013000000000000005,0.0101957,1.001,0.03731,0.052195727,0.0012386224,0.0,6.948,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.3354096668,1.0,280.1824,4403.060767042,2192.2681945843,0.033676,0.20707,153.0404,4.1194,0.2513,0.042
0.014000000000000005,0.010196,1.0011,0.03731,0.0521960317,0.0012385373,0.0,6.9481,0.4903,0.1734,0.4698,2.8454,6565.7515,4940.33540973,1.0,280.1824,4403.0607670989,2192.2681945968,0.033676,0.20707,153.0412,4.1192,0.2513,0.042
0.015000000000000006,0.0101963,1.0012,0.03731,0.0521963364,0.0012384522,0.0,6.9481,0.4904,0.1734,0.4698,2.8454,6565.7515,4940.3354097931,1.0,280.1824,4403.0607671558,2192.2681946093,0.033677,0.207071,153.0421,4.1191,0.2512,0.042
0.016000000000000007,0.0101966,1.0013,0.03731,0.052196641,0.0012383671,0.0,6.9481,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354098562,1.0,280.1824,4403.0607672126,2192.2681946218,0.033677,0.207071,153.043,4.119,0.2512,0.042
0.017000000000000008,0.0101969,1.0013,0.03731,0.0521969457,0.001238282,0.0,6.9482,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354099194,1.0,280.1824,4403.0607672695,2192.2681946343,0.033677,0.207072,153.0439,4.1189,0.2511,0.042
0.01800000000000001,0.0101973,1.0014,0.03731,0.0521972502,0.001238197,0.0,6.9482,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354099825,1.0,280.1824,4403.0607673263,2192.2681946468,0.033677,0.207073,153.0448,4.1188,0.2511,0.042
0.01900000000000001,0.0101976,1.0015,0.0373,0.0521975548,0.001238112,0.0,6.9483,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354100456,1.0,280.1824,4403.0607673832,2192.2681946593,0.033677,0.207073,153.0457,4.1186,0.2511,0.042
0.02000000000000001,0.0101979,1.0016,0.0373,0.0521978594,0.0012380269,0.0,6.9483,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354101088,1.0,280.1824,4403.06076744,2192.2681946719,0.033678,0.207074,153.0466,4.1185,0.251,0.042
0.02100000000000001,0.0101982,1.0016,0.0373,0.0521981639,0.0012379419,0.0,6.9483,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354101719,1.0,280.1824,4403.0607674969,2192.2681946844,0.033678,0.207074,153.0475,4.1184,0.251,0.042
0.022000000000000013,0.0101985,1.0017,0.0373,0.0521984684,0.0012378569,0.0,6.9484,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335410235,1.0,280.1824,4403.0607675537,2192.2681946969,0.033678,0.207075,153.0484,4.1183,0.2509,0.042
0.023000000000000013,0.0101988,1.0018,0.0373,0.0521987728,0.001237772,0.0,6.9484,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354102981,1.0,280.1824,4403.0607676105,2192.2681947094,0.033678,0.207076,153.0493,4.1181,0.2509,0.042
0.024000000000000014,0.0101991,1.0019,0.0373,0.0521990773,0.001237687,0.0,6.9485,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354103612,1.0,280.1824,4403.0607676674,2192.2681947219,0.033678,0.207076,153.0502,4.118,0.2508,0.042
0.025000000000000015,0.0101994,1.0019,0.03729,0.0521993817,0.0012376021,0.0,6.9485,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354104243,1.0,280.1824,4403.0607677242,2192.2681947344,0.033679,0.207077,153.0511,4.1179,0.2508,0.042
0.026000000000000016,0.0101997,1.002,0.03729,0.0521996861,0.0012375172,0.0,6.9485,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354104874,1.0,280.1824,4403.060767781,2192.2681947469,0.033679,0.207077,153.0519,4.1178,0.2508,0.042
0.027000000000000017,0.0102,1.0021,0.03729,0.0521999904,0.0012374322,0.0,6.9486,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354105505,1.0,280.1824,4403.0607678378,2192.2681947594,0.033679,0.207078,153.0528,4.1177,0.2507,0.042
0.028000000000000018,0.0102003,1.0022,0.03729,0.0522002948,0.0012373474,0.0,6.9486,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354106136,1.0,280.1824,4403.0607678946,2192.2681947719,0.033679,0.207079,153.0537,4.1175,0.2507,0.042
0.02900000000000002,0.0102006,1.0022,0.03729,0.0522005991,0.0012372625,0.0,6.9487,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354106767,1.0,280.1824,4403.0607679514,2192.2681947844,0.033679,0.207079,153.0546,4.1174,0.2506,0.042
0.03000000000000002,0.0102009,1.0023,0.03729,0.0522009034,0.0012371776,0.0,6.9487,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354107397,1.0,280.1824,4403.0607680082,2192.2681947969,0.033679,0.20708,153.0555,4.1173,0.2506,0.042
0.03100000000000002,0.0102012,1.0024,0.03728,0.0522012076,0.0012370928,0.0,6.9487,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354108028,1.0,280.1824,4403.060768065,2192.2681948094,0.03368,0.20708,153.0564,4.1172,0.2506,0.042
0.03200000000000002,0.0102015,1.0025,0.03728,0.0522015118,0.001237008,0.0,6.9488,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354108659,1.0,280.1824,4403.0607681218,2192.2681948219,0.03368,0.207081,153.0573,4.117,0.2505,0.042
0.03300000000000002,0.0102018,1.0025,0.03728,0.052201816,0.0012369231,0.0,6.9488,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354109289,1.0,280.1824,4403.0607681786,2192.2681948344,0.03368,0.207082,153.0582,4.1169,0.2505,0.042
0.03400000000000002,0.0102021,1.0026,0.03728,0.0522021202,0.0012368384,0.0,6.9489,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335410992,1.0,280.1824,4403.0607682354,2192.2681948469,0.03368,0.207082,153.0591,4.1168,0.2504,0.042
0.035000000000000024,0.0102024,1.0027,0.03728,0.0522024244,0.0012367536,0.0,6.9489,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335411055,1.0,280.1824,4403.0607682922,2192.2681948594,0.03368,0.207083,153.06,4.1167,0.2504,0.042
0.036000000000000025,0.0102027,1.0028,0.03728,0.0522027285,0.0012366688,0.0,6.9489,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354111181,1.0,280.1824,4403.0607683489,2192.2681948719,0.033681,0.207083,153.0609,4.1165,0.2503,0.042
0.037000000000000026,0.010203,1.0028,0.03727,0.0522030326,0.0012365841,0.0,6.949,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354111811,1.0,280.1824,4403.0607684057,2192.2681948844,0.033681,0.207084,153.0617,4.1164,0.2503,0.042
0.03800000000000003,0.0102033,1.0029,0.03727,0.0522033367,0.0012364993,0.0,6.949,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354112442,1.0,280.1824,4403.0607684625,2192.2681948969,0.033681,0.207085,153.0626,4.1163,0.2503,0.042
0.03900000000000003,0.0102036,1.003,0.03727,0.0522036407,0.0012364146,0.0,6.9491,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354113072,1.0,280.1824,4403.0607685192,2192.2681949094,0.033681,0.207085,153.0635,4.1162,0.2502,0.042
0.04000000000000003,0.0102039,1.0031,0.03727,0.0522039447,0.0012363299,0.0,6.9491,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354113702,1.0,280.1824,4403.060768576,2192.2681949219,0.033681,0.207086,153.0644,4.1161,0.2502,0.042
0.04100000000000003,0.0102042,1.0031,0.03727,0.0522042487,0.0012362452,0.0,6.9491,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354114332,1.0,280.1824,4403.0607686327,2192.2681949344,0.033682,0.207086,153.0653,4.1159,0.2501,0.042
0.04200000000000003,0.0102046,1.0032,0.03727,0.0522045527,0.0012361606,0.0,6.9492,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354114962,1.0,280.1824,4403.0607686895,2192.2681949469,0.033682,0.207087,153.0662,4.1158,0.2501,0.042
0.04300000000000003,0.0102049,1.0033,0.03726,0.0522048566,0.0012360759,0.0,6.9492,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354115592,1.0,280.1824,4403.0607687462,2192.2681949594,0.033682,0.207088,153.0671,4.1157,0.2501,0.042
0.04400000000000003,0.0102052,1.0034,0.03726,0.0522051606,0.0012359913,0.0,6.9493,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354116223,1.0,280.1824,4403.0607688029,2192.2681949719,0.033682,0.207088,153.068,4.1156,0.25,0.042
0.04500000000000003,0.0102055,1.0034,0.03726,0.0522054645,0.0012359067,0.0,6.9493,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354116853,1.0,280.1824,4403.0607688597,2192.2681949843,0.033682,0.207089,153.0689,4.1154,0.25,0.042
0.046000000000000034,0.0102058,1.0035,0.03726,0.0522057683,0.0012358221,0.0,6.9493,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354117482,1.0,280.1824,4403.0607689164,2192.2681949968,0.033683,0.207089,153.0698,4.1153,0.2499,0.042
0.047000000000000035,0.0102061,1.0036,0.03726,0.0522060722,0.0012357375,0.0,6.9494,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354118112,1.0,280.1824,4403.0607689731,2192.2681950093,0.033683,0.20709,153.0707,4.1152,0.2499,0.042
0.048000000000000036,0.0102064,1.0037,0.03726,0.052206376,0.0012356529,0.0,6.9494,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354118742,1.0,280.1824,4403.0607690298,2192.2681950218,0.033683,0.207091,153.0715,4.1151,0.2498,0.042
0.04900000000000004,0.0102067,1.0037,0.03725,0.0522066798,0.0012355684,0.0,6.9495,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354119372,1.0,280.1824,4403.0607690865,2192.2681950343,0.033683,0.207091,153.0724,4.115,0.2498,0.042
0.05000000000000004,0.010207,1.0038,0.03725,0.0522069835,0.0012354838,0.0,6.9495,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354120002,1.0,280.1824,4403.0607691432,2192.2681950468,0.033683,0.207092,153.0733,4.1148,0.2498,0.042
0.05100000000000004,0.0102073,1.0039,0.03725,0.0522072873,0.0012353993,0.0,6.9495,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354120631,1.0,280.1824,4403.0607692,2192.2681950592,0.033684,0.207092,153.0742,4.1147,0.2497,0.042
0.05200000000000004,0.0102076,1.004,0.03725,0.052207591,0.0012353148,0.0,6.9496,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354121261,1.0,280.1824,4403.0607692566,2192.2681950717,0.033684,0.207093,153.0751,4.1146,0.2497,0.042
0.05300000000000004,0.0102079,1.004,0.03725,0.0522078947,0.0012352303,0.0,6.9496,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354121891,1.0,280.1824,4403.0607693133,2192.2681950842,0.033684,0.207094,153.076,4.1145,0.2496,0.042
0.05400000000000004,0.0102082,1.0041,0.03725,0.0522081983,0.0012351458,0.0,6.9497,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335412252,1.0,280.1824,4403.06076937,2192.2681950967,0.033684,0.207094,153.0769,4.1143,0.2496,0.042
0.05500000000000004,0.0102085,1.0042,0.03724,0.0522085019,0.0012350614,0.0,6.9497,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335412315,1.0,280.1824,4403.0607694267,2192.2681951092,0.033684,0.207095,153.0778,4.1142,0.2495,0.042
0.05600000000000004,0.0102088,1.0043,0.03724,0.0522088056,0.001234977,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354123779,1.0,280.1824,4403.0607694834,2192.2681951216,0.033685,0.207095,153.0787,4.1141,0.2495,0.042
0.057000000000000044,0.0102091,1.0043,0.03724,0.0522091091,0.0012348925,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354124408,1.0,280.1824,4403.0607695401,2192.2681951341,0.033685,0.207096,153.0795,4.114,0.2495,0.042
0.058000000000000045,0.0102094,1.0044,0.03724,0.0522094127,0.0012348081,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354125038,1.0,280.1824,4403.0607695967,2192.2681951466,0.033685,0.207097,153.0804,4.1139,0.2494,0.042
0.059000000000000045,0.0102097,1.0045,0.03724,0.0522097162,0.0012347237,0.0,6.9499,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354125667,1.0,280.1824,4403.0607696534,2192.2681951591,0.033685,0.207097,153.0813,4.1137,0.2494,0.042
0.060000000000000046,0.01021,1.0045,0.03724,0.0522100197,0.0012346393,0.0,6.9499,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354126296,1.0,280.1824,4403.0607697101,2192.2681951715,0.033685,0.207098,153.0822,4.1136,0.2493,0.042
0.06100000000000005,0.0102103,1.0046,0.03723,0.0522103232,0.001234555,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354126925,1.0,280.1824,4403.0607697667,2192.268195184,0.033686,0.207099,153.0831,4.1135,0.2493,0.042
0.06200000000000005,0.0102106,1.0047,0.03723,0.0522106266,0.0012344706,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354127555,1.0,280.1824,4403.0607698234,2192.2681951965,0.033686,0.207099,153.084,4.1134,0.2493,0.042
0.06300000000000004,0.0102109,1.0048,0.03723,0.0522109301,0.0012343863,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354128184,1.0,280.1824,4403.06076988,2192.2681952089,0.033686,0.2071,153.0849,4.1132,0.2492,0.042
0.06400000000000004,0.0102112,1.0048,0.03723,0.0522112335,0.001234302,0.0,6.9501,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354128813,1.0,280.1824,4403.0607699367,2192.2681952214,0.033686,0.2071,153.0858,4.1131,0.2492,0.042
0.06500000000000004,0.0102115,1.0049,0.03723,0.0522115368,0.0012342177,0.0,6.9501,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354129442,1.0,280.1824,4403.0607699933,2192.2681952339,0.033686,0.207101,153.0867,4.113,0.2491,0.042
0.06600000000000004,0.0102118,1.005,0.03723,0.0522118402,0.0012341334,0.0,6.9502,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354130071,1.0,280.1824,4403.06077005,2192.2681952463,0.033687,0.207102,153.0875,4.1129,0.2491,0.042
0.06700000000000005,0.0102121,1.0051,0.03722,0.0522121435,0.0012340492,0.0,6.9502,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.33541307,1.0,280.1824,4403.0607701066,2192.2681952588,0.033687,0.207102,153.0884,4.1128,0.249,0.042
0.06800000000000005,0.0102124,1.0051,0.03722,0.0522124468,0.0012339649,0.0,6.9502,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354131328,1.0,280.1824,4403.0607701632,2192.2681952713,0.033687,0.207103,153.0893,4.1126,0.249,0.042
0.06900000000000005,0.0102128,1.0052,0.03722,0.0522127501,0.0012338807,0.0,6.9503,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354131957,1.0,280.1824,4403.0607702198,2192.2681952837,0.033687,0.207103,153.0902,4.1125,0.249,0.042
0.07000000000000005,0.0102131,1.0053,0.03722,0.0522130533,0.0012337965,0.0,6.9503,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354132586,1.0,280.1824,4403.0607702765,2192.2681952962,0.033687,0.207104,153.0911,4.1124,0.2489,0.042
0.07100000000000005,0.0102134,1.0054,0.03722,0.0522133565,0.0012337123,0.0,6.9504,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354133215,1.0,280.1824,4403.0607703331,2192.2681953087,0.033688,0.207105,153.092,4.1123,0.2489,0.042
0.07200000000000005,0.0102137,1.0054,0.03722,0.0522136597,0.0012336281,0.0,6.9504,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354133843,1.0,280.1824,4403.0607703897,2192.2681953211,0.033688,0.207105,153.0929,4.1121,0.2488,0.042
0.07300000000000005,0.010214,1.0055,0.03721,0.0522139629,0.0012335439,0.0,6.9504,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354134472,1.0,280.1824,4403.0607704463,2192.2681953336,0.033688,0.207106,153.0938,4.112,0.2488,0.042
0.07400000000000005,0.0102143,1.0056,0.03721,0.052214266,0.0012334597,0.0,6.9505,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.33541351,1.0,280.1824,4403.0607705029,2192.268195346,0.033688,0.207106,153.0947,4.1119,0.2487,0.042
0.07500000000000005,0.0102146,1.0057,0.03721,0.0522145691,0.0012333756,0.0,6.9505,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354135729,1.0,280.1824,4403.0607705595,2192.2681953585,0.033688,0.207107,153.0955,4.1118,0.2487,0.042
0.07600000000000005,0.0102149,1.0057,0.03721,0.0522148722,0.0012332915,0.0,6.9506,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354136357,1.0,280.1824,4403.0607706161,2192.2681953709,0.033688,0.207108,153.0964,4.1117,0.2487,0.042
0.07700000000000005,0.0102152,1.0058,0.03721,0.0522151753,0.0012332074,0.0,6.9506,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354136986,1.0,280.1824,4403.0607706727,2192.2681953834,0.033689,0.207108,153.0973,4.1115,0.2486,0.042
0.07800000000000006,0.0102155,1.0059,0.03721,0.0522154783,0.0012331233,0.0,6.9506,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354137614,1.0,280.1824,4403.0607707292,2192.2681953959,0.033689,0.207109,153.0982,4.1114,0.2486,0.042
0.07900000000000006,0.0102158,1.006,0.0372,0.0522157813,0.0012330392,0.0,6.9507,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354138242,1.0,280.1824,4403.0607707858,2192.2681954083,0.033689,0.207109,153.0991,4.1113,0.2485,0.042
0.08000000000000006,0.0102161,1.006,0.0372,0.0522160843,0.0012329552,0.0,6.9507,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335413887,1.0,280.1824,4403.0607708424,2192.2681954208,0.033689,0.20711,153.1,4.1112,0.2485,0.042
0.08100000000000006,0.0102164,1.0061,0.0372,0.0522163873,0.0012328711,0.0,6.9508,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354139499,1.0,280.1824,4403.060770899,2192.2681954332,0.033689,0.207111,153.1009,4.111,0.2485,0.042
0.08200000000000006,0.0102167,1.0062,0.0372,0.0522166902,0.0012327871,0.0,6.9508,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354140127,1.0,280.1824,4403.0607709555,2192.2681954457,0.03369,0.207111,153.1018,4.1109,0.2484,0.042
0.08300000000000006,0.010217,1.0063,0.0372,0.0522169931,0.0012327031,0.0,6.9508,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354140755,1.0,280.1824,4403.0607710121,2192.2681954581,0.03369,0.207112,153.1026,4.1108,0.2484,0.042
0.08400000000000006,0.0102173,1.0063,0.0372,0.052217296,0.0012326191,0.0,6.9509,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354141383,1.0,280.1824,4403.0607710686,2192.2681954706,0.03369,0.207112,153.1035,4.1107,0.2483,0.042
0.08500000000000006,0.0102176,1.0064,0.03719,0.0522175989,0.0012325351,0.0,6.9509,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354142011,1.0,280.1824,4403.0607711252,2192.268195483,0.03369,0.207113,153.1044,4.1106,0.2483,0.042
0.08600000000000006,0.0102179,1.0065,0.03719,0.0522179017,0.0012324511,0.0,6.951,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354142639,1.0,280.1824,4403.0607711817,2192.2681954955,0.03369,0.207114,153.1053,4.1104,0.2482,0.042
0.08700000000000006,0.0102182,1.0066,0.03719,0.0522182045,0.0012323672,0.0,6.951,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354143267,1.0,280.1824,4403.0607712383,2192.2681955079,0.033691,0.207114,153.1062,4.1103,0.2482,0.042
0.08800000000000006,0.0102185,1.0066,0.03719,0.0522185073,0.0012322833,0.0,6.951,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354143895,1.0,280.1824,4403.0607712948,2192.2681955203,0.033691,0.207115,153.1071,4.1102,0.2482,0.042
0.08900000000000007,0.0102188,1.0067,0.03719,0.05221881,0.0012321993,0.0,6.9511,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354144522,1.0,280.1824,4403.0607713513,2192.2681955328,0.033691,0.207115,153.108,4.1101,0.2481,0.042
0.09000000000000007,0.0102191,1.0068,0.03719,0.0522191128,0.0012321154,0.0,6.9511,0.4905,0.1735,0.47,2.8454,6565.7515,4940.335414515,1.0,280.1824,4403.0607714079,2192.2681955452,0.033691,0.207116,153.1088,4.1099,0.2481,0.042
0.09100000000000007,0.0102194,1.0069,0.03719,0.0522194155,0.0012320316,0.0,6.9512,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354145778,1.0,280.1824,4403.0607714644,2192.2681955577,0.033691,0.207117,153.1097,4.1098,0.248,0.042
0.09200000000000007,0.0102197,1.0069,0.03718,0.0522197181,0.0012319477,0.0,6.9512,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354146405,1.0,280.1824,4403.0607715209,2192.2681955701,0.033692,0.207117,153.1106,4.1097,0.248,0.042
0.09300000000000007,0.01022,1.007,0.03718,0.0522200208,0.0012318638,0.0,6.9512,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354147033,1.0,280.1824,4403.0607715774,2192.2681955826,0.033692,0.207118,153.1115,4.1096,0.248,0.042
0.09400000000000007,0.0102203,1.0071,0.03718,0.0522203234,0.00123178,0.0,6.9513,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354147661,1.0,280.1824,4403.0607716339,2192.268195595,0.033692,0.207118,153.1124,4.1095,0.2479,0.042
0.09500000000000007,0.0102206,1.0072,0.03718,0.052220626,0.0012316962,0.0,6.9513,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354148288,1.0,280.1824,4403.0607716904,2192.2681956074,0.033692,0.207119,153.1133,4.1093,0.2479,0.042
0.09600000000000007,0.0102209,1.0072,0.03718,0.0522209286,0.0012316124,0.0,6.9514,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354148915,1.0,280.1824,4403.0607717469,2192.2681956199,0.033692,0.20712,153.1142,4.1092,0.2478,0.042
0.09700000000000007,0.0102212,1.0073,0.03718,0.0522212311,0.0012315286,0.0,6.9514,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354149543,1.0,280.1824,4403.0607718034,2192.2681956323,0.033693,0.20712,153.1151,4.1091,0.2478,0.042
0.09800000000000007,0.0102215,1.0074,0.03717,0.0522215336,0.0012314448,0.0,6.9514,0.4905,0.1735,0.47,2.8454,6565.7515,4940.335415017,1.0,280.1824,4403.0607718599,2192.2681956447,0.033693,0.207121,153.1159,4.109,0.2477,0.042
0.09900000000000007,0.0102218,1.0075,0.03717,0.0522218361,0.001231361,0.0,6.9515,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354150798,1.0,280.1824,4403.0607719164,2192.2681956572,0.033693,0.207121,153.1168,4.1089,0.2477,0.042
0.10000000000000007,0.0102221,1.0075,0.03717,0.0522221386,0.0012312773,0.0,6.9515,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354151425,1.0,280.1824,4403.0607719729,2192.2681956696,0.033693,0.207122,153.1177,4.1087,0.2477,0.042
