time (second),average fuel mass flow rate (kilogram / second),average port diameter (inch),average regression rate (inch / second),average total mass flow rate (kilogram / second),average total mass flux (kilogram / inch ** 2 / second),inlet mach,inlet velocity (mph),nozzle exit area (inch ** 2),nozzle exit diameter (inch),nozzle exit mach,nozzle exit velocity (mph),nozzle naught temp (degF),nozzle nozzle diffuser length (inch),nozzle star mach,nozzle star pressure (pound_force_per_square_inch),nozzle star temp (degF),nozzle star velocity (mph),nozzle throat area (inch ** 2),nozzle throat diameter (inch),nozzle thrust (newton),oxi fuel ratio,oxidiser mass (kilogram),oxidiser mass flow rate (kilogram / second)
6.119999999999914,0.008872,1.3251,0.02454,0.036,0.0006,0.0,4.8283,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.3856,3.0884,0.153,0.0274
6.129999999999914,0.0088734,1.3256,0.02453,0.036,0.0006,0.0,4.8285,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.3896,3.0879,0.1527,0.0274
6.1399999999999135,0.0088747,1.326,0.02453,0.036,0.0006,0.0,4.8287,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.3936,3.0874,0.1524,0.0274
6.149999999999913,0.0088761,1.3265,0.02452,0.036,0.0006,0.0,4.8289,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.3976,3.0869,0.1522,0.0274
6.159999999999913,0.0088775,1.327,0.02452,0.036,0.0006,0.0,4.8291,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4016,3.0865,0.1519,0.0274
6.169999999999913,0.0088788,1.3275,0.02451,0.036,0.0006,0.0,4.8292,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4056,3.086,0.1516,0.0274
6.179999999999913,0.0088802,1.328,0.02451,0.036,0.0006,0.0,4.8294,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4096,3.0855,0.1514,0.0274
6.1899999999999125,0.0088816,1.3285,0.0245,0.036,0.0006,0.0,4.8296,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4136,3.085,0.1511,0.0274
6.199999999999912,0.0088829,1.329,0.02449,0.036,0.0006,0.0,4.8298,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4176,3.0846,0.1508,0.0274
6.209999999999912,0.0088843,1.3295,0.02449,0.036,0.0006,0.0,4.83,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0582,2192.2676,0.0234,0.1726,106.4216,3.0841,0.1505,0.0274
6.219999999999912,0.0088856,1.33,0.02448,0.036,0.0006,0.0,4.8301,0.1205,0.3917,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4256,3.0836,0.1503,0.0274
6.229999999999912,0.008887,1.3305,0.02448,0.036,0.0006,0.0,4.8303,0.1205,0.3918,2.8454,6565.7515,4940.3326,0.4088,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4295,3.0832,0.15,0.0274
6.239999999999911,0.0088884,1.3309,0.02447,0.036,0.0006,0.0,4.8305,0.1205,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4335,3.0827,0.1497,0.0274
6.249999999999911,0.0088897,1.3314,0.02447,0.036,0.0006,0.0,4.8307,0.1205,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4375,3.0822,0.1494,0.0274
6.259999999999911,0.0088911,1.3319,0.02446,0.036,0.0006,0.0,4.8309,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4415,3.0817,0.1492,0.0274
6.269999999999911,0.0088924,1.3324,0.02446,0.036,0.0006,0.0,4.831,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4455,3.0813,0.1489,0.0274
6.2799999999999105,0.0088938,1.3329,0.02445,0.036,0.0006,0.0,4.8312,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4494,3.0808,0.1486,0.0274
6.28999999999991,0.0088951,1.3334,0.02445,0.036,0.0006,0.0,4.8314,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4534,3.0803,0.1483,0.0274
6.29999999999991,0.0088965,1.3339,0.02444,0.036,0.0006,0.0,4.8316,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4574,3.0799,0.1481,0.0274
6.30999999999991,0.0088978,1.3344,0.02444,0.036,0.0006,0.0,4.8318,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4614,3.0794,0.1478,0.0274
6.31999999999991,0.0088992,1.3349,0.02443,0.036,0.0006,0.0,4.832,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4653,3.0789,0.1475,0.0274
6.3299999999999095,0.0089006,1.3353,0.02443,0.036,0.0006,0.0,4.8321,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4693,3.0785,0.1472,0.0274
6.339999999999909,0.0089019,1.3358,0.02442,0.036,0.0006,0.0,4.8323,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4733,3.078,0.147,0.0274
6.349999999999909,0.0089033,1.3363,0.02442,0.036,0.0006,0.0,4.8325,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4772,3.0775,0.1467,0.0274
6.359999999999909,0.0089046,1.3368,0.02441,0.036,0.0006,0.0,4.8327,0.1206,0.3918,2.8454,6565.7515,4940.3326,0.4089,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4812,3.0771,0.1464,0.0274
6.369999999999909,0.008906,1.3373,0.02441,0.036,0.0006,0.0,4.8329,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4851,3.0766,0.1461,0.0274
6.379999999999908,0.0089073,1.3378,0.0244,0.036,0.0006,0.0,4.833,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4891,3.0761,0.1459,0.0274
6.389999999999908,0.0089087,1.3383,0.0244,0.036,0.0006,0.0,4.8332,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.4931,3.0757,0.1456,0.0274
6.399999999999908,0.00891,1.3388,0.02439,0.036,0.0006,0.0,4.8334,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.497,3.0752,0.1453,0.0274
6.409999999999908,0.0089114,1.3392,0.02438,0.036,0.0006,0.0,4.8336,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.501,3.0747,0.145,0.0274
6.419999999999908,0.0089127,1.3397,0.02438,0.036,0.0006,0.0,4.8338,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5049,3.0743,0.1448,0.0274
6.429999999999907,0.0089141,1.3402,0.02437,0.036,0.0006,0.0,4.8339,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5089,3.0738,0.1445,0.0274
6.439999999999907,0.0089154,1.3407,0.02437,0.036,0.0006,0.0,4.8341,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5128,3.0733,0.1442,0.0274
6.449999999999907,0.0089168,1.3412,0.02436,0.036,0.0006,0.0,4.8343,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5168,3.0729,0.144,0.0274
6.459999999999907,0.0089181,1.3417,0.02436,0.036,0.0006,0.0,4.8345,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5207,3.0724,0.1437,0.0274
6.4699999999999065,0.0089195,1.3422,0.02435,0.036,0.0006,0.0,4.8346,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5247,3.0719,0.1434,0.0274
6.479999999999906,0.0089208,1.3427,0.02435,0.036,0.0006,0.0,4.8348,0.1206,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5286,3.0715,0.1431,0.0274
6.489999999999906,0.0089221,1.3431,0.02434,0.036,0.0006,0.0,4.835,0.1207,0.3919,2.8454,6565.7515,4940.3326,0.409,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5326,3.071,0.1429,0.0274
6.499999999999906,0.0089235,1.3436,0.02434,0.036,0.0006,0.0,4.8352,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5365,3.0705,0.1426,0.0274
6.509999999999906,0.0089248,1.3441,0.02433,0.036,0.0006,0.0,4.8354,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5404,3.0701,0.1423,0.0274
6.519999999999905,0.0089262,1.3446,0.02433,0.036,0.0006,0.0,4.8355,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5444,3.0696,0.142,0.0274
6.529999999999905,0.0089275,1.3451,0.02432,0.036,0.0006,0.0,4.8357,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1727,106.5483,3.0692,0.1418,0.0274
6.539999999999905,0.0089289,1.3456,0.02432,0.036,0.0006,0.0,4.8359,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5523,3.0687,0.1415,0.0274
6.549999999999905,0.0089302,1.3461,0.02431,0.036,0.0006,0.0,4.8361,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5562,3.0682,0.1412,0.0274
6.559999999999905,0.0089315,1.3466,0.02431,0.036,0.0006,0.0,4.8363,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5601,3.0678,0.1409,0.0274
6.569999999999904,0.0089329,1.347,0.0243,0.036,0.0006,0.0,4.8364,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.564,3.0673,0.1407,0.0274
6.579999999999904,0.0089342,1.3475,0.0243,0.036,0.0006,0.0,4.8366,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.568,3.0669,0.1404,0.0274
6.589999999999904,0.0089356,1.348,0.02429,0.036,0.0006,0.0,4.8368,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5719,3.0664,0.1401,0.0274
6.599999999999904,0.0089369,1.3485,0.02429,0.036,0.0006,0.0,4.837,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5758,3.0659,0.1398,0.0274
6.6099999999999035,0.0089382,1.349,0.02428,0.036,0.0006,0.0,4.8371,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5798,3.0655,0.1396,0.0274
6.619999999999903,0.0089396,1.3495,0.02428,0.036,0.0006,0.0,4.8373,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4091,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5837,3.065,0.1393,0.0274
6.629999999999903,0.0089409,1.35,0.02427,0.036,0.0006,0.0,4.8375,0.1207,0.392,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5876,3.0646,0.139,0.0274
6.639999999999903,0.0089423,1.3504,0.02427,0.036,0.0006,0.0,4.8377,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5915,3.0641,0.1387,0.0274
6.649999999999903,0.0089436,1.3509,0.02426,0.036,0.0006,0.0,4.8379,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5954,3.0636,0.1385,0.0274
6.659999999999902,0.0089449,1.3514,0.02426,0.036,0.0006,0.0,4.838,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0234,0.1728,106.5993,3.0632,0.1382,0.0274
6.669999999999902,0.0089463,1.3519,0.02425,0.036,0.0006,0.0,4.8382,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6033,3.0627,0.1379,0.0274
6.679999999999902,0.0089476,1.3524,0.02425,0.036,0.0006,0.0,4.8384,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6072,3.0623,0.1377,0.0274
6.689999999999902,0.0089489,1.3529,0.02424,0.036,0.0006,0.0,4.8386,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6111,3.0618,0.1374,0.0274
6.699999999999902,0.0089503,1.3533,0.02424,0.036,0.0006,0.0,4.8387,0.1207,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.615,3.0614,0.1371,0.0274
6.709999999999901,0.0089516,1.3538,0.02423,0.036,0.0006,0.0,4.8389,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6189,3.0609,0.1368,0.0274
6.719999999999901,0.0089529,1.3543,0.02423,0.036,0.0006,0.0,4.8391,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6228,3.0604,0.1366,0.0274
6.729999999999901,0.0089543,1.3548,0.02422,0.036,0.0006,0.0,4.8393,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6267,3.06,0.1363,0.0274
6.739999999999901,0.0089556,1.3553,0.02422,0.036,0.0006,0.0,4.8395,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6306,3.0595,0.136,0.0274
6.7499999999999005,0.0089569,1.3558,0.02421,0.036,0.0006,0.0,4.8396,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4092,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6345,3.0591,0.1357,0.0274
6.7599999999999,0.0089583,1.3563,0.02421,0.036,0.0006,0.0,4.8398,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6384,3.0586,0.1355,0.0274
6.7699999999999,0.0089596,1.3567,0.0242,0.036,0.0006,0.0,4.84,0.1208,0.3921,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6423,3.0582,0.1352,0.0274
6.7799999999999,0.0089609,1.3572,0.0242,0.036,0.0006,0.0,4.8402,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6462,3.0577,0.1349,0.0274
6.7899999999999,0.0089623,1.3577,0.02419,0.036,0.0006,0.0,4.8403,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6501,3.0573,0.1346,0.0274
6.7999999999998995,0.0089636,1.3582,0.02419,0.036,0.0006,0.0,4.8405,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.654,3.0568,0.1344,0.0274
6.809999999999899,0.0089649,1.3587,0.02418,0.036,0.0006,0.0,4.8407,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6579,3.0564,0.1341,0.0274
6.819999999999899,0.0089662,1.3592,0.02418,0.036,0.0006,0.0,4.8409,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6618,3.0559,0.1338,0.0274
6.829999999999899,0.0089676,1.3596,0.02417,0.036,0.0006,0.0,4.8411,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6657,3.0555,0.1335,0.0274
6.839999999999899,0.0089689,1.3601,0.02417,0.036,0.0006,0.0,4.8412,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1728,106.6696,3.055,0.1333,0.0274
6.849999999999898,0.0089702,1.3606,0.02416,0.036,0.0006,0.0,4.8414,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6734,3.0546,0.133,0.0274
6.859999999999898,0.0089715,1.3611,0.02416,0.036,0.0006,0.0,4.8416,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6773,3.0541,0.1327,0.0274
6.869999999999898,0.0089729,1.3616,0.02415,0.036,0.0006,0.0,4.8418,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6812,3.0537,0.1324,0.0274
6.879999999999898,0.0089742,1.3621,0.02415,0.036,0.0006,0.0,4.8419,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6851,3.0532,0.1322,0.0274
6.8899999999998975,0.0089755,1.3625,0.02414,0.036,0.0006,0.0,4.8421,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4093,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.689,3.0527,0.1319,0.0274
6.899999999999897,0.0089768,1.363,0.02414,0.036,0.0006,0.0,4.8423,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6929,3.0523,0.1316,0.0274
6.909999999999897,0.0089782,1.3635,0.02413,0.036,0.0006,0.0,4.8425,0.1208,0.3922,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.6967,3.0519,0.1313,0.0274
6.919999999999897,0.0089795,1.364,0.02413,0.036,0.0006,0.0,4.8426,0.1208,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7006,3.0514,0.1311,0.0274
6.929999999999897,0.0089808,1.3645,0.02412,0.036,0.0006,0.0,4.8428,0.1208,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7045,3.051,0.1308,0.0274
6.9399999999998965,0.0089821,1.365,0.02412,0.036,0.0006,0.0,4.843,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7084,3.0505,0.1305,0.0274
6.949999999999896,0.0089834,1.3654,0.02411,0.036,0.0006,0.0,4.8432,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7122,3.0501,0.1303,0.0274
6.959999999999896,0.0089848,1.3659,0.02411,0.036,0.0006,0.0,4.8433,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7161,3.0496,0.13,0.0274
6.969999999999896,0.0089861,1.3664,0.0241,0.036,0.0006,0.0,4.8435,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.72,3.0492,0.1297,0.0274
6.979999999999896,0.0089874,1.3669,0.0241,0.036,0.0006,0.0,4.8437,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7238,3.0487,0.1294,0.0274
6.989999999999895,0.0089887,1.3674,0.02409,0.036,0.0006,0.0,4.8439,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7277,3.0483,0.1292,0.0274
6.999999999999895,0.00899,1.3678,0.02409,0.036,0.0006,0.0,4.844,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7316,3.0478,0.1289,0.0274
7.009999999999895,0.0089914,1.3683,0.02408,0.036,0.0006,0.0,4.8442,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7354,3.0474,0.1286,0.0274
7.019999999999895,0.0089927,1.3688,0.02408,0.036,0.0006,0.0,4.8444,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4094,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7393,3.0469,0.1283,0.0274
7.0299999999998946,0.008994,1.3693,0.02407,0.036,0.0006,0.0,4.8446,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7431,3.0465,0.1281,0.0274
7.039999999999894,0.0089953,1.3698,0.02407,0.036,0.0006,0.0,4.8447,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.747,3.046,0.1278,0.0274
7.049999999999894,0.0089966,1.3702,0.02406,0.036,0.0006,0.0,4.8449,0.1209,0.3923,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7509,3.0456,0.1275,0.0274
7.059999999999894,0.0089979,1.3707,0.02406,0.036,0.0006,0.0,4.8451,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7547,3.0451,0.1272,0.0274
7.069999999999894,0.0089993,1.3712,0.02405,0.036,0.0006,0.0,4.8453,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7586,3.0447,0.127,0.0274
7.0799999999998935,0.0090006,1.3717,0.02405,0.036,0.0006,0.0,4.8454,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7624,3.0443,0.1267,0.0274
7.089999999999893,0.0090019,1.3722,0.02404,0.036,0.0006,0.0,4.8456,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7663,3.0438,0.1264,0.0274
7.099999999999893,0.0090032,1.3727,0.02404,0.036,0.0006,0.0,4.8458,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7701,3.0434,0.1261,0.0274
7.109999999999893,0.0090045,1.3731,0.02403,0.036,0.0006,0.0,4.846,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.774,3.0429,0.1259,0.0274
7.119999999999893,0.0090058,1.3736,0.02403,0.036,0.0006,0.0,4.8461,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7778,3.0425,0.1256,0.0274
7.129999999999892,0.0090071,1.3741,0.02402,0.036,0.0006,0.0,4.8463,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7816,3.042,0.1253,0.0274
7.139999999999892,0.0090084,1.3746,0.02402,0.036,0.0006,0.0,4.8465,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7855,3.0416,0.125,0.0274
7.149999999999892,0.0090098,1.3751,0.02401,0.036,0.0006,0.0,4.8467,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7893,3.0411,0.1248,0.0274
7.159999999999892,0.0090111,1.3755,0.02401,0.036,0.0006,0.0,4.8468,0.1209,0.3924,2.8454,6565.7515,4940.3326,0.4095,1.0,280.1824,4403.0583,2192.2676,0.0235,0.1729,106.7932,3.0407,0.1245,0.0274
7.169999999999892,0.0090124,1.376,0.024,0.036,0.0006,0.0,4.847,0.121,0.3924,2.8454,6565.7515,4940.3326,0.4096,1.0,280.1824,4403.0583,2192.2676,0.0235,0.173,106.797,3.0403,0.1242,0.0274
7.179999999999891,0.0090137,1.3765,0.024,0.036,0.0006,0.0,4.8472,0.121,0.3924,2.8454,6565.7515,4940.3326,0.4096,1.0,280.1824,4403.0583,2192.2676,0.0235,0.173,106.8008,3.0398,0.124,0.0274
7.189999999999891,0.009015,1.377,0.02399,0.036,0.0006,0.0,4.8474,0.121,0.3924,2.8454,6565.7515,4940.3326,0.4096,1.0,280.1824,4403.0583,2192.2676,0.0235,0.173,106.8047,3.0394,0.1237,0.0274
7.199999999999891,0.0090163,1.3775,0.02399,0.036,0.0006,0.0,4.8475,0.121,0.3925,2.8454,6565.7515,4940.3326,0.4096,1.0,280.1824,4403.0583,2192.2676,0.0235,0.173,106.8085,3.0389,0.1234,0.0274
7.209999999999891,0.0090176,1.3779,0.02398,0.036,0.0006,0.0,4.8477,0.121,0.3925,2.8454,6565.7515,4940.3326,0.4096,1.0,280.1824,4403.0583,2192.2676,0.0235,0.173,106.8123,3.0385,0.1231,0.0274
