time (second),average fuel mass flow rate (kilogram / second),average port diameter (inch),average regression rate (inch / second),average total mass flow rate (kilogram / second),average total mass flux (kilogram / inch ** 2 / second),inlet mach,inlet velocity (mph),nozzle exit area (inch ** 2),nozzle exit diameter (inch),nozzle exit mach,nozzle exit velocity (mph),nozzle naught temp (degF),nozzle nozzle diffuser length (inch),nozzle star mach,nozzle star pressure (pound_force_per_square_inch),nozzle star temp (degF),nozzle star velocity (mph),nozzle throat area (inch ** 2),nozzle throat diameter (inch),nozzle thrust (newton),oxi fuel ratio,oxidiser mass (kilogram),oxidiser mass flow rate (kilogram / second)
2.3599999999999937,0.0083128,1.1322,0.02691,0.036,0.0007,0.0,4.7539,0.1186,0.3886,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7467,3.2961,0.256,0.0274
2.3699999999999934,0.0083145,1.1327,0.0269,0.036,0.0007,0.0,4.7541,0.1186,0.3887,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7515,3.2955,0.2557,0.0274
2.3799999999999932,0.0083161,1.1332,0.0269,0.036,0.0007,0.0,4.7543,0.1186,0.3887,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7563,3.2948,0.2555,0.0274
2.389999999999993,0.0083177,1.1338,0.02689,0.036,0.0007,0.0,4.7545,0.1186,0.3887,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.761,3.2942,0.2552,0.0274
2.399999999999993,0.0083193,1.1343,0.02688,0.036,0.0007,0.0,4.7548,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7658,3.2935,0.2549,0.0274
2.4099999999999926,0.008321,1.1349,0.02687,0.036,0.0007,0.0,4.755,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4056,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7705,3.2929,0.2546,0.0274
2.4199999999999924,0.0083226,1.1354,0.02687,0.036,0.0007,0.0,4.7552,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7753,3.2923,0.2544,0.0274
2.429999999999992,0.0083242,1.1359,0.02686,0.036,0.0007,0.0,4.7554,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7801,3.2916,0.2541,0.0274
2.439999999999992,0.0083258,1.1365,0.02685,0.036,0.0007,0.0,4.7556,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.023,0.1713,104.7848,3.291,0.2538,0.0274
2.4499999999999917,0.0083274,1.137,0.02684,0.036,0.0007,0.0,4.7558,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.7896,3.2903,0.2536,0.0274
2.4599999999999915,0.0083291,1.1375,0.02684,0.036,0.0007,0.0,4.7561,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.7943,3.2897,0.2533,0.0274
2.4699999999999913,0.0083307,1.1381,0.02683,0.036,0.0007,0.0,4.7563,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.7991,3.289,0.253,0.0274
2.479999999999991,0.0083323,1.1386,0.02682,0.036,0.0007,0.0,4.7565,0.1187,0.3887,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.8038,3.2884,0.2527,0.0274
2.489999999999991,0.0083339,1.1391,0.02681,0.036,0.0007,0.0,4.7567,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.8085,3.2878,0.2525,0.0274
2.4999999999999907,0.0083355,1.1397,0.02681,0.036,0.0007,0.0,4.7569,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.8133,3.2871,0.2522,0.0274
2.5099999999999905,0.0083371,1.1402,0.0268,0.036,0.0007,0.0,4.7571,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.818,3.2865,0.2519,0.0274
2.5199999999999902,0.0083388,1.1408,0.02679,0.036,0.0007,0.0,4.7573,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4057,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.8227,3.2859,0.2516,0.0274
2.52999999999999,0.0083404,1.1413,0.02678,0.036,0.0007,0.0,4.7576,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1713,104.8275,3.2852,0.2514,0.0274
2.53999999999999,0.008342,1.1418,0.02678,0.036,0.0007,0.0,4.7578,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8322,3.2846,0.2511,0.0274
2.5499999999999896,0.0083436,1.1424,0.02677,0.036,0.0007,0.0,4.758,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8369,3.284,0.2508,0.0274
2.5599999999999894,0.0083452,1.1429,0.02676,0.036,0.0007,0.0,4.7582,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8416,3.2833,0.2505,0.0274
2.569999999999989,0.0083468,1.1434,0.02675,0.036,0.0007,0.0,4.7584,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8464,3.2827,0.2503,0.0274
2.579999999999989,0.0083484,1.144,0.02675,0.036,0.0007,0.0,4.7586,0.1187,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8511,3.2821,0.25,0.0274
2.5899999999999888,0.00835,1.1445,0.02674,0.036,0.0007,0.0,4.7588,0.1188,0.3888,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8558,3.2814,0.2497,0.0274
2.5999999999999885,0.0083516,1.145,0.02673,0.036,0.0007,0.0,4.7591,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8605,3.2808,0.2494,0.0274
2.6099999999999883,0.0083533,1.1456,0.02672,0.036,0.0007,0.0,4.7593,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8652,3.2802,0.2492,0.0274
2.619999999999988,0.0083549,1.1461,0.02672,0.036,0.0007,0.0,4.7595,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8699,3.2795,0.2489,0.0274
2.629999999999988,0.0083565,1.1466,0.02671,0.036,0.0007,0.0,4.7597,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4058,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8746,3.2789,0.2486,0.0274
2.6399999999999877,0.0083581,1.1472,0.0267,0.036,0.0007,0.0,4.7599,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8793,3.2783,0.2483,0.0274
2.6499999999999875,0.0083597,1.1477,0.0267,0.036,0.0007,0.0,4.7601,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.884,3.2776,0.2481,0.0274
2.6599999999999873,0.0083613,1.1482,0.02669,0.036,0.0007,0.0,4.7603,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8887,3.277,0.2478,0.0274
2.669999999999987,0.0083629,1.1488,0.02668,0.036,0.0007,0.0,4.7606,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8934,3.2764,0.2475,0.0274
2.679999999999987,0.0083645,1.1493,0.02667,0.036,0.0007,0.0,4.7608,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.8981,3.2758,0.2473,0.0274
2.6899999999999866,0.0083661,1.1498,0.02667,0.036,0.0007,0.0,4.761,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9028,3.2751,0.247,0.0274
2.6999999999999864,0.0083677,1.1504,0.02666,0.036,0.0007,0.0,4.7612,0.1188,0.3889,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9075,3.2745,0.2467,0.0274
2.709999999999986,0.0083693,1.1509,0.02665,0.036,0.0007,0.0,4.7614,0.1188,0.389,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9122,3.2739,0.2464,0.0274
2.719999999999986,0.0083709,1.1514,0.02664,0.036,0.0007,0.0,4.7616,0.1188,0.389,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9169,3.2733,0.2462,0.0274
2.7299999999999858,0.0083725,1.152,0.02664,0.036,0.0007,0.0,4.7618,0.1188,0.389,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9216,3.2726,0.2459,0.0274
2.7399999999999856,0.0083741,1.1525,0.02663,0.036,0.0007,0.0,4.762,0.1188,0.389,2.8454,6565.7515,4940.3325,0.4059,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9262,3.272,0.2456,0.0274
2.7499999999999853,0.0083757,1.153,0.02662,0.036,0.0007,0.0,4.7623,0.1188,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9309,3.2714,0.2453,0.0274
2.759999999999985,0.0083773,1.1536,0.02662,0.036,0.0007,0.0,4.7625,0.1188,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9356,3.2708,0.2451,0.0274
2.769999999999985,0.0083789,1.1541,0.02661,0.036,0.0007,0.0,4.7627,0.1188,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9403,3.2701,0.2448,0.0274
2.7799999999999847,0.0083804,1.1546,0.0266,0.036,0.0007,0.0,4.7629,0.1189,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9449,3.2695,0.2445,0.0274
2.7899999999999845,0.008382,1.1552,0.02659,0.036,0.0007,0.0,4.7631,0.1189,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1714,104.9496,3.2689,0.2442,0.0274
2.7999999999999843,0.0083836,1.1557,0.02659,0.036,0.0007,0.0,4.7633,0.1189,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9542,3.2683,0.244,0.0274
2.809999999999984,0.0083852,1.1562,0.02658,0.036,0.0007,0.0,4.7635,0.1189,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9589,3.2677,0.2437,0.0274
2.819999999999984,0.0083868,1.1568,0.02657,0.036,0.0007,0.0,4.7637,0.1189,0.389,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9636,3.267,0.2434,0.0274
2.8299999999999836,0.0083884,1.1573,0.02657,0.036,0.0007,0.0,4.764,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9682,3.2664,0.2431,0.0274
2.8399999999999834,0.00839,1.1578,0.02656,0.036,0.0007,0.0,4.7642,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9729,3.2658,0.2429,0.0274
2.849999999999983,0.0083916,1.1584,0.02655,0.036,0.0007,0.0,4.7644,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.406,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9775,3.2652,0.2426,0.0274
2.859999999999983,0.0083932,1.1589,0.02654,0.036,0.0007,0.0,4.7646,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9822,3.2646,0.2423,0.0274
2.869999999999983,0.0083947,1.1594,0.02654,0.036,0.0007,0.0,4.7648,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9868,3.2639,0.242,0.0274
2.8799999999999826,0.0083963,1.1599,0.02653,0.036,0.0007,0.0,4.765,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9915,3.2633,0.2418,0.0274
2.8899999999999824,0.0083979,1.1605,0.02652,0.036,0.0007,0.0,4.7652,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,104.9961,3.2627,0.2415,0.0274
2.899999999999982,0.0083995,1.161,0.02652,0.036,0.0007,0.0,4.7654,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0008,3.2621,0.2412,0.0274
2.909999999999982,0.0084011,1.1615,0.02651,0.036,0.0007,0.0,4.7656,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0054,3.2615,0.2409,0.0274
2.9199999999999817,0.0084027,1.1621,0.0265,0.036,0.0007,0.0,4.7659,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.01,3.2609,0.2407,0.0274
2.9299999999999815,0.0084042,1.1626,0.02649,0.036,0.0007,0.0,4.7661,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0147,3.2603,0.2404,0.0274
2.9399999999999813,0.0084058,1.1631,0.02649,0.036,0.0007,0.0,4.7663,0.1189,0.3891,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0193,3.2596,0.2401,0.0274
2.949999999999981,0.0084074,1.1637,0.02648,0.036,0.0007,0.0,4.7665,0.1189,0.3892,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0239,3.259,0.2399,0.0274
2.959999999999981,0.008409,1.1642,0.02647,0.036,0.0007,0.0,4.7667,0.1189,0.3892,2.8454,6565.7515,4940.3325,0.4061,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0285,3.2584,0.2396,0.0274
2.9699999999999807,0.0084106,1.1647,0.02647,0.036,0.0007,0.0,4.7669,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0332,3.2578,0.2393,0.0274
2.9799999999999804,0.0084121,1.1652,0.02646,0.036,0.0007,0.0,4.7671,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0378,3.2572,0.239,0.0274
2.9899999999999802,0.0084137,1.1658,0.02645,0.036,0.0007,0.0,4.7673,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0424,3.2566,0.2388,0.0274
2.99999999999998,0.0084153,1.1663,0.02644,0.036,0.0007,0.0,4.7675,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.047,3.256,0.2385,0.0274
3.00999999999998,0.0084169,1.1668,0.02644,0.036,0.0007,0.0,4.7677,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0516,3.2554,0.2382,0.0274
3.0199999999999796,0.0084184,1.1674,0.02643,0.036,0.0007,0.0,4.768,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0562,3.2548,0.2379,0.0274
3.0299999999999794,0.00842,1.1679,0.02642,0.036,0.0007,0.0,4.7682,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0609,3.2542,0.2377,0.0274
3.039999999999979,0.0084216,1.1684,0.02642,0.036,0.0007,0.0,4.7684,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0655,3.2535,0.2374,0.0274
3.049999999999979,0.0084231,1.1689,0.02641,0.036,0.0007,0.0,4.7686,0.119,0.3892,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1715,105.0701,3.2529,0.2371,0.0274
3.0599999999999787,0.0084247,1.1695,0.0264,0.036,0.0007,0.0,4.7688,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0747,3.2523,0.2368,0.0274
3.0699999999999785,0.0084263,1.17,0.0264,0.036,0.0007,0.0,4.769,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4062,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0793,3.2517,0.2366,0.0274
3.0799999999999783,0.0084279,1.1705,0.02639,0.036,0.0007,0.0,4.7692,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0839,3.2511,0.2363,0.0274
3.089999999999978,0.0084294,1.1711,0.02638,0.036,0.0007,0.0,4.7694,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0885,3.2505,0.236,0.0274
3.099999999999978,0.008431,1.1716,0.02637,0.036,0.0007,0.0,4.7696,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0931,3.2499,0.2357,0.0274
3.1099999999999777,0.0084326,1.1721,0.02637,0.036,0.0007,0.0,4.7698,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.0976,3.2493,0.2355,0.0274
3.1199999999999775,0.0084341,1.1726,0.02636,0.036,0.0007,0.0,4.77,0.119,0.3893,2.8454,6565.7515,4940.3325,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1022,3.2487,0.2352,0.0274
3.1299999999999772,0.0084357,1.1732,0.02635,0.036,0.0007,0.0,4.7703,0.119,0.3893,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1068,3.2481,0.2349,0.0274
3.139999999999977,0.0084373,1.1737,0.02635,0.036,0.0007,0.0,4.7705,0.119,0.3893,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1114,3.2475,0.2346,0.0274
3.149999999999977,0.0084388,1.1742,0.02634,0.036,0.0007,0.0,4.7707,0.119,0.3893,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.116,3.2469,0.2344,0.0274
3.1599999999999766,0.0084404,1.1747,0.02633,0.036,0.0007,0.0,4.7709,0.1191,0.3893,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1206,3.2463,0.2341,0.0274
3.1699999999999764,0.0084419,1.1753,0.02633,0.036,0.0007,0.0,4.7711,0.1191,0.3893,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1251,3.2457,0.2338,0.0274
3.179999999999976,0.0084435,1.1758,0.02632,0.036,0.0007,0.0,4.7713,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4063,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1297,3.2451,0.2336,0.0274
3.189999999999976,0.0084451,1.1763,0.02631,0.036,0.0007,0.0,4.7715,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1343,3.2445,0.2333,0.0274
3.1999999999999758,0.0084466,1.1768,0.0263,0.036,0.0007,0.0,4.7717,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1389,3.2439,0.233,0.0274
3.2099999999999755,0.0084482,1.1774,0.0263,0.036,0.0007,0.0,4.7719,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1434,3.2433,0.2327,0.0274
3.2199999999999753,0.0084497,1.1779,0.02629,0.036,0.0007,0.0,4.7721,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.148,3.2427,0.2325,0.0274
3.229999999999975,0.0084513,1.1784,0.02628,0.036,0.0007,0.0,4.7723,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1526,3.2421,0.2322,0.0274
3.239999999999975,0.0084528,1.179,0.02628,0.036,0.0007,0.0,4.7725,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1571,3.2415,0.2319,0.0274
3.2499999999999747,0.0084544,1.1795,0.02627,0.036,0.0007,0.0,4.7727,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1617,3.2409,0.2316,0.0274
3.2599999999999745,0.008456,1.18,0.02626,0.036,0.0007,0.0,4.7729,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1662,3.2403,0.2314,0.0274
3.2699999999999743,0.0084575,1.1805,0.02626,0.036,0.0007,0.0,4.7732,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1708,3.2397,0.2311,0.0274
3.279999999999974,0.0084591,1.1811,0.02625,0.036,0.0007,0.0,4.7734,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1753,3.2391,0.2308,0.0274
3.289999999999974,0.0084606,1.1816,0.02624,0.036,0.0007,0.0,4.7736,0.1191,0.3894,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1799,3.2385,0.2305,0.0274
3.2999999999999736,0.0084622,1.1821,0.02624,0.036,0.0007,0.0,4.7738,0.1191,0.3895,2.8454,6565.7515,4940.3326,0.4064,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1844,3.2379,0.2303,0.0274
3.3099999999999734,0.0084637,1.1826,0.02623,0.036,0.0007,0.0,4.774,0.1191,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.189,3.2373,0.23,0.0274
3.319999999999973,0.0084653,1.1832,0.02622,0.036,0.0007,0.0,4.7742,0.1191,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1716,105.1935,3.2368,0.2297,0.0274
3.329999999999973,0.0084668,1.1837,0.02622,0.036,0.0007,0.0,4.7744,0.1191,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.1981,3.2362,0.2294,0.0274
3.3399999999999728,0.0084684,1.1842,0.02621,0.036,0.0007,0.0,4.7746,0.1191,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2026,3.2356,0.2292,0.0274
3.3499999999999726,0.0084699,1.1847,0.0262,0.036,0.0007,0.0,4.7748,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2071,3.235,0.2289,0.0274
3.3599999999999723,0.0084715,1.1852,0.0262,0.036,0.0007,0.0,4.775,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2117,3.2344,0.2286,0.0274
3.369999999999972,0.008473,1.1858,0.02619,0.036,0.0007,0.0,4.7752,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2162,3.2338,0.2283,0.0274
3.379999999999972,0.0084746,1.1863,0.02618,0.036,0.0007,0.0,4.7754,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2207,3.2332,0.2281,0.0274
3.3899999999999717,0.0084761,1.1868,0.02617,0.036,0.0007,0.0,4.7756,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2253,3.2326,0.2278,0.0274
3.3999999999999715,0.0084776,1.1873,0.02617,0.036,0.0007,0.0,4.7758,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2298,3.232,0.2275,0.0274
3.4099999999999713,0.0084792,1.1879,0.02616,0.036,0.0007,0.0,4.776,0.1192,0.3895,2.8454,6565.7515,4940.3326,0.4065,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2343,3.2314,0.2272,0.0274
3.419999999999971,0.0084807,1.1884,0.02615,0.036,0.0007,0.0,4.7762,0.1192,0.3896,2.8454,6565.7515,4940.3326,0.4066,1.0,280.1824,4403.0582,2192.2676,0.0231,0.1717,105.2388,3.2309,0.227,0.0274
3.429999999999971,0.0084823,1.1889,0.02615,0.036,0.0007,0.0,4.7765,0.1192,0.3896,2.8454,6565.7515,4940.3326,0.4066,1.0,280.1824,4403.0582,2192.2676,0.0232,0.1717,105.2433,3.2303,0.2267,0.0274
3.4399999999999706,0.0084838,1.1894,0.02614,0.036,0.0007,0.0,4.7767,0.1192,0.3896,2.8454,6565.7515,4940.3326,0.4066,1.0,280.1824,4403.0582,2192.2676,0.0232,0.1717,105.2479,3.2297,0.2264,0.0274
