time (second),average fuel mass flow rate (kilogram / second),average port diameter (inch),average regression rate (inch / second),average total mass flow rate (kilogram / second),average total mass flux (kilogram / inch ** 2 / second),inlet mach,inlet velocity (mph),nozzle diffuser length (inch),nozzle exit area (inch ** 2),nozzle exit diameter (inch),nozzle exit mach,nozzle exit velocity (mph),nozzle naught temp (degF),nozzle star mach,nozzle star pressure (pound_force_per_square_inch),nozzle star temp (degF),nozzle star velocity (mph),nozzle throat area (inch ** 2),nozzle throat diameter (inch),nozzle thrust (newton),oxi fuel ratio,oxidiser mass (kilogram),oxidiser mass flow rate (kilogram / second)
0.014000000000000005,0.010196,1.0011,0.03731,0.0521960317,0.0012385373,0.0,6.9483,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354101328,1.0,280.1824,4403.0607674617,2192.2681946766,0.033678,0.207074,153.0412,4.1192,0.3918,0.042
0.015000000000000006,0.0101963,1.0012,0.03731,0.0521963364,0.0012384522,0.0,6.9483,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335410196,1.0,280.1824,4403.0607675185,2192.2681946891,0.033678,0.207075,153.0421,4.1191,0.3918,0.042
0.016000000000000007,0.0101966,1.0013,0.03731,0.052196641,0.0012383671,0.0,6.9484,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354102591,1.0,280.1824,4403.0607675754,2192.2681947017,0.033678,0.207075,153.043,4.119,0.3917,0.042
0.017000000000000008,0.0101969,1.0013,0.03731,0.0521969457,0.001238282,0.0,6.9484,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354103222,1.0,280.1824,4403.0607676323,2192.2681947142,0.033678,0.207076,153.0439,4.1189,0.3917,0.042
0.01800000000000001,0.0101973,1.0014,0.03731,0.0521972502,0.001238197,0.0,6.9485,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354103854,1.0,280.1824,4403.0607676891,2192.2681947267,0.033678,0.207076,153.0448,4.1188,0.3917,0.042
0.01900000000000001,0.0101976,1.0015,0.0373,0.0521975548,0.001238112,0.0,6.9485,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354104485,1.0,280.1824,4403.060767746,2192.2681947392,0.033679,0.207077,153.0457,4.1186,0.3916,0.042
0.02000000000000001,0.0101979,1.0016,0.0373,0.0521978594,0.0012380269,0.0,6.9486,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354105116,1.0,280.1824,4403.0607678028,2192.2681947517,0.033679,0.207078,153.0466,4.1185,0.3916,0.042
0.02100000000000001,0.0101982,1.0016,0.0373,0.0521981639,0.0012379419,0.0,6.9486,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354105748,1.0,280.1824,4403.0607678597,2192.2681947642,0.033679,0.207078,153.0475,4.1184,0.3915,0.042
0.022000000000000013,0.0101985,1.0017,0.0373,0.0521984684,0.0012378569,0.0,6.9486,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354106379,1.0,280.1824,4403.0607679165,2192.2681947767,0.033679,0.207079,153.0484,4.1183,0.3915,0.042
0.023000000000000013,0.0101988,1.0018,0.0373,0.0521987728,0.001237772,0.0,6.9487,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335410701,1.0,280.1824,4403.0607679733,2192.2681947892,0.033679,0.207079,153.0493,4.1181,0.3915,0.042
0.024000000000000014,0.0101991,1.0019,0.0373,0.0521990773,0.001237687,0.0,6.9487,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354107641,1.0,280.1824,4403.0607680302,2192.2681948018,0.03368,0.20708,153.0502,4.118,0.3914,0.042
0.025000000000000015,0.0101994,1.0019,0.03729,0.0521993817,0.0012376021,0.0,6.9488,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354108272,1.0,280.1824,4403.060768087,2192.2681948143,0.03368,0.207081,153.051,4.1179,0.3914,0.042
0.026000000000000016,0.0101997,1.002,0.03729,0.0521996861,0.0012375172,0.0,6.9488,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354108903,1.0,280.1824,4403.0607681438,2192.2681948268,0.03368,0.207081,153.0519,4.1178,0.3913,0.042
0.027000000000000017,0.0102,1.0021,0.03729,0.0521999904,0.0012374322,0.0,6.9488,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354109534,1.0,280.1824,4403.0607682006,2192.2681948393,0.03368,0.207082,153.0528,4.1177,0.3913,0.042
0.028000000000000018,0.0102003,1.0022,0.03729,0.0522002948,0.0012373474,0.0,6.9489,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354110165,1.0,280.1824,4403.0607682574,2192.2681948518,0.03368,0.207082,153.0537,4.1175,0.3912,0.042
0.02900000000000002,0.0102006,1.0022,0.03729,0.0522005991,0.0012372625,0.0,6.9489,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354110796,1.0,280.1824,4403.0607683143,2192.2681948643,0.033681,0.207083,153.0546,4.1174,0.3912,0.042
0.03000000000000002,0.0102009,1.0023,0.03729,0.0522009034,0.0012371776,0.0,6.949,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354111427,1.0,280.1824,4403.0607683711,2192.2681948768,0.033681,0.207084,153.0555,4.1173,0.3912,0.042
0.03100000000000002,0.0102012,1.0024,0.03728,0.0522012076,0.0012370928,0.0,6.949,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354112057,1.0,280.1824,4403.0607684279,2192.2681948893,0.033681,0.207084,153.0564,4.1172,0.3911,0.042
0.03200000000000002,0.0102015,1.0025,0.03728,0.0522015118,0.001237008,0.0,6.949,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354112688,1.0,280.1824,4403.0607684847,2192.2681949018,0.033681,0.207085,153.0573,4.117,0.3911,0.042
0.03300000000000002,0.0102018,1.0025,0.03728,0.052201816,0.0012369231,0.0,6.9491,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354113319,1.0,280.1824,4403.0607685414,2192.2681949143,0.033681,0.207085,153.0582,4.1169,0.391,0.042
0.03400000000000002,0.0102021,1.0026,0.03728,0.0522021202,0.0012368384,0.0,6.9491,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354113949,1.0,280.1824,4403.0607685982,2192.2681949268,0.033682,0.207086,153.0591,4.1168,0.391,0.042
0.035000000000000024,0.0102024,1.0027,0.03728,0.0522024244,0.0012367536,0.0,6.9492,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335411458,1.0,280.1824,4403.060768655,2192.2681949393,0.033682,0.207087,153.06,4.1167,0.3909,0.042
0.036000000000000025,0.0102027,1.0028,0.03728,0.0522027285,0.0012366688,0.0,6.9492,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335411521,1.0,280.1824,4403.0607687118,2192.2681949518,0.033682,0.207087,153.0609,4.1165,0.3909,0.042
0.037000000000000026,0.010203,1.0028,0.03727,0.0522030326,0.0012365841,0.0,6.9492,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354115841,1.0,280.1824,4403.0607687686,2192.2681949643,0.033682,0.207088,153.0617,4.1164,0.3909,0.042
0.03800000000000003,0.0102033,1.0029,0.03727,0.0522033367,0.0012364993,0.0,6.9493,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354116471,1.0,280.1824,4403.0607688253,2192.2681949768,0.033682,0.207089,153.0626,4.1163,0.3908,0.042
0.03900000000000003,0.0102036,1.003,0.03727,0.0522036407,0.0012364146,0.0,6.9493,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354117101,1.0,280.1824,4403.0607688821,2192.2681949893,0.033683,0.207089,153.0635,4.1162,0.3908,0.042
0.04000000000000003,0.0102039,1.0031,0.03727,0.0522039447,0.0012363299,0.0,6.9494,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354117732,1.0,280.1824,4403.0607689388,2192.2681950018,0.033683,0.20709,153.0644,4.1161,0.3907,0.042
0.04100000000000003,0.0102042,1.0031,0.03727,0.0522042487,0.0012362452,0.0,6.9494,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354118362,1.0,280.1824,4403.0607689956,2192.2681950143,0.033683,0.20709,153.0653,4.1159,0.3907,0.042
0.04200000000000003,0.0102046,1.0032,0.03727,0.0522045527,0.0012361606,0.0,6.9494,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354118992,1.0,280.1824,4403.0607690523,2192.2681950268,0.033683,0.207091,153.0662,4.1158,0.3907,0.042
0.04300000000000003,0.0102049,1.0033,0.03726,0.0522048566,0.0012360759,0.0,6.9495,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354119622,1.0,280.1824,4403.0607691091,2192.2681950392,0.033683,0.207092,153.0671,4.1157,0.3906,0.042
0.04400000000000003,0.0102052,1.0034,0.03726,0.0522051606,0.0012359913,0.0,6.9495,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354120252,1.0,280.1824,4403.0607691658,2192.2681950517,0.033683,0.207092,153.068,4.1156,0.3906,0.042
0.04500000000000003,0.0102055,1.0034,0.03726,0.0522054645,0.0012359067,0.0,6.9496,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354120882,1.0,280.1824,4403.0607692226,2192.2681950642,0.033684,0.207093,153.0689,4.1154,0.3905,0.042
0.046000000000000034,0.0102058,1.0035,0.03726,0.0522057683,0.0012358221,0.0,6.9496,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354121512,1.0,280.1824,4403.0607692793,2192.2681950767,0.033684,0.207093,153.0698,4.1153,0.3905,0.042
0.047000000000000035,0.0102061,1.0036,0.03726,0.0522060722,0.0012357375,0.0,6.9496,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354122142,1.0,280.1824,4403.060769336,2192.2681950892,0.033684,0.207094,153.0706,4.1152,0.3904,0.042
0.048000000000000036,0.0102064,1.0037,0.03726,0.052206376,0.0012356529,0.0,6.9497,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354122772,1.0,280.1824,4403.0607693927,2192.2681951017,0.033684,0.207095,153.0715,4.1151,0.3904,0.042
0.04900000000000004,0.0102067,1.0037,0.03725,0.0522066798,0.0012355684,0.0,6.9497,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354123402,1.0,280.1824,4403.0607694495,2192.2681951142,0.033684,0.207095,153.0724,4.115,0.3904,0.042
0.05000000000000004,0.010207,1.0038,0.03725,0.0522069835,0.0012354838,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354124032,1.0,280.1824,4403.0607695062,2192.2681951266,0.033685,0.207096,153.0733,4.1148,0.3903,0.042
0.05100000000000004,0.0102073,1.0039,0.03725,0.0522072873,0.0012353993,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354124662,1.0,280.1824,4403.0607695629,2192.2681951391,0.033685,0.207096,153.0742,4.1147,0.3903,0.042
0.05200000000000004,0.0102076,1.004,0.03725,0.052207591,0.0012353148,0.0,6.9498,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354125291,1.0,280.1824,4403.0607696196,2192.2681951516,0.033685,0.207097,153.0751,4.1146,0.3902,0.042
0.05300000000000004,0.0102079,1.004,0.03725,0.0522078947,0.0012352303,0.0,6.9499,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354125921,1.0,280.1824,4403.0607696763,2192.2681951641,0.033685,0.207098,153.076,4.1145,0.3902,0.042
0.05400000000000004,0.0102082,1.0041,0.03725,0.0522081983,0.0012351458,0.0,6.9499,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335412655,1.0,280.1824,4403.060769733,2192.2681951766,0.033685,0.207098,153.0769,4.1143,0.3901,0.042
0.05500000000000004,0.0102085,1.0042,0.03724,0.0522085019,0.0012350614,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335412718,1.0,280.1824,4403.0607697897,2192.268195189,0.033686,0.207099,153.0778,4.1142,0.3901,0.042
0.05600000000000004,0.0102088,1.0043,0.03724,0.0522088056,0.001234977,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354127809,1.0,280.1824,4403.0607698463,2192.2681952015,0.033686,0.207099,153.0787,4.1141,0.3901,0.042
0.057000000000000044,0.0102091,1.0043,0.03724,0.0522091091,0.0012348925,0.0,6.95,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354128439,1.0,280.1824,4403.060769903,2192.268195214,0.033686,0.2071,153.0795,4.114,0.39,0.042
0.058000000000000045,0.0102094,1.0044,0.03724,0.0522094127,0.0012348081,0.0,6.9501,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354129068,1.0,280.1824,4403.0607699597,2192.2681952265,0.033686,0.207101,153.0804,4.1139,0.39,0.042
0.059000000000000045,0.0102097,1.0045,0.03724,0.0522097162,0.0012347237,0.0,6.9501,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354129698,1.0,280.1824,4403.0607700164,2192.2681952389,0.033686,0.207101,153.0813,4.1137,0.3899,0.042
0.060000000000000046,0.01021,1.0045,0.03724,0.0522100197,0.0012346393,0.0,6.9502,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354130327,1.0,280.1824,4403.060770073,2192.2681952514,0.033687,0.207102,153.0822,4.1136,0.3899,0.042
0.06100000000000005,0.0102103,1.0046,0.03723,0.0522103232,0.001234555,0.0,6.9502,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354130956,1.0,280.1824,4403.0607701297,2192.2681952639,0.033687,0.207102,153.0831,4.1135,0.3899,0.042
0.06200000000000005,0.0102106,1.0047,0.03723,0.0522106266,0.0012344706,0.0,6.9503,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354131585,1.0,280.1824,4403.0607701864,2192.2681952764,0.033687,0.207103,153.084,4.1134,0.3898,0.042
0.06300000000000004,0.0102109,1.0048,0.03723,0.0522109301,0.0012343863,0.0,6.9503,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354132214,1.0,280.1824,4403.060770243,2192.2681952888,0.033687,0.207104,153.0849,4.1132,0.3898,0.042
0.06400000000000004,0.0102112,1.0048,0.03723,0.0522112335,0.001234302,0.0,6.9503,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354132844,1.0,280.1824,4403.0607702997,2192.2681953013,0.033687,0.207104,153.0858,4.1131,0.3897,0.042
0.06500000000000004,0.0102115,1.0049,0.03723,0.0522115368,0.0012342177,0.0,6.9504,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354133473,1.0,280.1824,4403.0607703563,2192.2681953138,0.033688,0.207105,153.0867,4.113,0.3897,0.042
0.06600000000000004,0.0102118,1.005,0.03723,0.0522118402,0.0012341334,0.0,6.9504,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354134102,1.0,280.1824,4403.0607704129,2192.2681953262,0.033688,0.207105,153.0875,4.1129,0.3896,0.042
0.06700000000000005,0.0102121,1.0051,0.03722,0.0522121435,0.0012340492,0.0,6.9505,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.335413473,1.0,280.1824,4403.0607704696,2192.2681953387,0.033688,0.207106,153.0884,4.1128,0.3896,0.042
0.06800000000000005,0.0102124,1.0051,0.03722,0.0522124468,0.0012339649,0.0,6.9505,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354135359,1.0,280.1824,4403.0607705262,2192.2681953512,0.033688,0.207107,153.0893,4.1126,0.3896,0.042
0.06900000000000005,0.0102128,1.0052,0.03722,0.0522127501,0.0012338807,0.0,6.9505,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354135988,1.0,280.1824,4403.0607705828,2192.2681953636,0.033688,0.207107,153.0902,4.1125,0.3895,0.042
0.07000000000000005,0.0102131,1.0053,0.03722,0.0522130533,0.0012337965,0.0,6.9506,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354136617,1.0,280.1824,4403.0607706395,2192.2681953761,0.033689,0.207108,153.0911,4.1124,0.3895,0.042
0.07100000000000005,0.0102134,1.0054,0.03722,0.0522133565,0.0012337123,0.0,6.9506,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354137246,1.0,280.1824,4403.0607706961,2192.2681953886,0.033689,0.207108,153.092,4.1123,0.3894,0.042
0.07200000000000005,0.0102137,1.0054,0.03722,0.0522136597,0.0012336281,0.0,6.9507,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354137874,1.0,280.1824,4403.0607707527,2192.268195401,0.033689,0.207109,153.0929,4.1121,0.3894,0.042
0.07300000000000005,0.010214,1.0055,0.03721,0.0522139629,0.0012335439,0.0,6.9507,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354138503,1.0,280.1824,4403.0607708093,2192.2681954135,0.033689,0.20711,153.0938,4.112,0.3894,0.042
0.07400000000000005,0.0102143,1.0056,0.03721,0.052214266,0.0012334597,0.0,6.9507,0.4904,0.1734,0.4699,2.8454,6565.7515,4940.3354139132,1.0,280.1824,4403.0607708659,2192.2681954259,0.033689,0.20711,153.0946,4.1119,0.3893,0.042
0.07500000000000005,0.0102146,1.0057,0.03721,0.0522145691,0.0012333756,0.0,6.9508,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.335413976,1.0,280.1824,4403.0607709225,2192.2681954384,0.03369,0.207111,153.0955,4.1118,0.3893,0.042
0.07600000000000005,0.0102149,1.0057,0.03721,0.0522148722,0.0012332915,0.0,6.9508,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354140389,1.0,280.1824,4403.0607709791,2192.2681954509,0.03369,0.207111,153.0964,4.1117,0.3892,0.042
0.07700000000000005,0.0102152,1.0058,0.03721,0.0522151753,0.0012332074,0.0,6.9509,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354141017,1.0,280.1824,4403.0607710357,2192.2681954633,0.03369,0.207112,153.0973,4.1115,0.3892,0.042
0.07800000000000006,0.0102155,1.0059,0.03721,0.0522154783,0.0012331233,0.0,6.9509,0.4904,0.1735,0.4699,2.8454,6565.7515,4940.3354141645,1.0,280.1824,4403.0607710923,2192.2681954758,0.03369,0.207113,153.0982,4.1114,0.3891,0.042
0.07900000000000006,0.0102158,1.006,0.0372,0.0522157813,0.0012330392,0.0,6.9509,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354142274,1.0,280.1824,4403.0607711489,2192.2681954882,0.03369,0.207113,153.0991,4.1113,0.3891,0.042
0.08000000000000006,0.0102161,1.006,0.0372,0.0522160843,0.0012329552,0.0,6.951,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354142902,1.0,280.1824,4403.0607712054,2192.2681955007,0.033691,0.207114,153.1,4.1112,0.3891,0.042
0.08100000000000006,0.0102164,1.0061,0.0372,0.0522163873,0.0012328711,0.0,6.951,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.335414353,1.0,280.1824,4403.060771262,2192.2681955131,0.033691,0.207114,153.1009,4.111,0.389,0.042
0.08200000000000006,0.0102167,1.0062,0.0372,0.0522166902,0.0012327871,0.0,6.9511,0.4905,0.1735,0.4699,2.8454,6565.7515,4940.3354144158,1.0,280.1824,4403.0607713186,2192.2681955256,0.033691,0.207115,153.1017,4.1109,0.389,0.042
0.08300000000000006,0.010217,1.0063,0.0372,0.0522169931,0.0012327031,0.0,6.9511,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354144787,1.0,280.1824,4403.0607713751,2192.268195538,0.033691,0.207116,153.1026,4.1108,0.3889,0.042
0.08400000000000006,0.0102173,1.0063,0.0372,0.052217296,0.0012326191,0.0,6.9511,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354145415,1.0,280.1824,4403.0607714317,2192.2681955505,0.033691,0.207116,153.1035,4.1107,0.3889,0.042
0.08500000000000006,0.0102176,1.0064,0.03719,0.0522175989,0.0012325351,0.0,6.9512,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354146043,1.0,280.1824,4403.0607714883,2192.2681955629,0.033692,0.207117,153.1044,4.1106,0.3888,0.042
0.08600000000000006,0.0102179,1.0065,0.03719,0.0522179017,0.0012324511,0.0,6.9512,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354146671,1.0,280.1824,4403.0607715448,2192.2681955754,0.033692,0.207117,153.1053,4.1104,0.3888,0.042
0.08700000000000006,0.0102182,1.0066,0.03719,0.0522182045,0.0012323672,0.0,6.9513,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354147299,1.0,280.1824,4403.0607716014,2192.2681955878,0.033692,0.207118,153.1062,4.1103,0.3888,0.042
0.08800000000000006,0.0102185,1.0066,0.03719,0.0522185073,0.0012322833,0.0,6.9513,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354147927,1.0,280.1824,4403.0607716579,2192.2681956003,0.033692,0.207119,153.1071,4.1102,0.3887,0.042
0.08900000000000007,0.0102188,1.0067,0.03719,0.05221881,0.0012321993,0.0,6.9513,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354148554,1.0,280.1824,4403.0607717144,2192.2681956127,0.033692,0.207119,153.108,4.1101,0.3887,0.042
0.09000000000000007,0.0102191,1.0068,0.03719,0.0522191128,0.0012321154,0.0,6.9514,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354149182,1.0,280.1824,4403.060771771,2192.2681956252,0.033692,0.20712,153.1088,4.1099,0.3886,0.042
0.09100000000000007,0.0102194,1.0069,0.03719,0.0522194155,0.0012320316,0.0,6.9514,0.4905,0.1735,0.47,2.8454,6565.7515,4940.335414981,1.0,280.1824,4403.0607718275,2192.2681956376,0.033693,0.20712,153.1097,4.1098,0.3886,0.042
0.09200000000000007,0.0102197,1.0069,0.03718,0.0522197181,0.0012319477,0.0,6.9515,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354150438,1.0,280.1824,4403.060771884,2192.26819565,0.033693,0.207121,153.1106,4.1097,0.3886,0.042
0.09300000000000007,0.01022,1.007,0.03718,0.0522200208,0.0012318638,0.0,6.9515,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354151065,1.0,280.1824,4403.0607719405,2192.2681956625,0.033693,0.207122,153.1115,4.1096,0.3885,0.042
0.09400000000000007,0.0102203,1.0071,0.03718,0.0522203234,0.00123178,0.0,6.9515,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354151693,1.0,280.1824,4403.060771997,2192.2681956749,0.033693,0.207122,153.1124,4.1095,0.3885,0.042
0.09500000000000007,0.0102206,1.0072,0.03718,0.052220626,0.0012316962,0.0,6.9516,0.4905,0.1735,0.47,2.8454,6565.7515,4940.335415232,1.0,280.1824,4403.0607720536,2192.2681956874,0.033693,0.207123,153.1133,4.1093,0.3884,0.042
0.09600000000000007,0.0102209,1.0072,0.03718,0.0522209286,0.0012316124,0.0,6.9516,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354152948,1.0,280.1824,4403.0607721101,2192.2681956998,0.033694,0.207123,153.1142,4.1092,0.3884,0.042
0.09700000000000007,0.0102212,1.0073,0.03718,0.0522212311,0.0012315286,0.0,6.9517,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354153575,1.0,280.1824,4403.0607721666,2192.2681957122,0.033694,0.207124,153.115,4.1091,0.3883,0.042
0.09800000000000007,0.0102215,1.0074,0.03717,0.0522215336,0.0012314448,0.0,6.9517,0.4905,0.1735,0.47,2.8454,6565.7515,4940.3354154203,1.0,280.1824,4403.0607722231,2192.2681957247,0.033694,0.207125,153.1159,4.109,0.3883,0.042
